person;behavior;
"Andrea";"Frustrated";
"Andreas";"Friendly";
"Andreas";"Rigid";
"Andreas";"Short";
"Andreas";"Brave";
"Andreas";"Ugly";
"Andreas";"Realistic";
"Andreas";"Dark";
"Andreas";"Strong";
"Andreas";"Helpful";
"Andreas";"Pitiful";
"Andreas";"Sensible";
"Andreas";"Mature";
"Andreas";"Inventive";
"Andreas";"Rich";
"Andreas";"Leader";
"Andreas";"Embarrassed";
"Andreas";"Careful";
"Andreas";"Impulsive";
"Andreas";"Reverent";
"Anibal";"Hopeful";
"Anibal";"Friendly";
"Anibal";"Honest";
"Anibal";"Considerate";
"Anibal";"Cheerful";
"Anibal";"Manipulative";
"Anibal";"Humorous";
"Anibal";"Fun-loving";
"Anibal";"Unlucky";
"Anibal";"Eager";
"Anibal";"Confident";
"Anibal";"Reverent";
"Anibal";"Disgruntled";
"Anibal";"Compassionate";
"Anibal";"Mature";
"Anthony";"Sad";
"Anthony";"Careless";
"Anthony";"Reliable";
"Anthony";"Serious";
"Anthony";"Pretty";
"Anthony";"Devout";
"Anthony";"Boastful";
"Anthony";"Respectful";
"Anthony";"Determined";
"Anthony";"Patient";
"Anthony";"Creative";
"Anthony";"Light";
"Anthony";"Stable";
"Anthony";"Unhappy";
"Antonia";"Tense";
"Antonia";"Bright";
"Antonia";"Rich";
"Antonia";"Radical";
"Antonia";"Reflective";
"Antonia";"Cooperative";
"Antonia";"Leader";
"Antonia";"Dreamer";
"Antonia";"Rebellious";
"Antonia";"Lazy";
"Antonia";"Selfish";
"Antonia";"Light-hearted";
"Antonia";"Confident";
"Antonia";"Defiant";
"Antonia";"Friendly";
"Antonia";"Aggressive";
"Antwan";"Religious";
"Antwan";"Proper";
"Antwan";"Simple";
"Antwan";"Poor";
"Antwan";"Willing";
"Antwan";"Mischievous";
"Antwan";"Personable";
"Antwan";"Aggressive";
"Antwan";"Melancholy";
"Antwan";"Inventive";
"Antwan";"Defiant";
"Antwan";"Wild";
"Antwan";"Strong";
"Antwan";"Patient";
"Antwan";"Lively";
"Antwan";"Loving";
"Antwan";"Expert";
"Antwan";"Plain";
"Antwan";"Rude";
"Arden";"Busy";
"Arden";"Rebellious";
"Arden";"Unhappy";
"Arden";"Independent";
"Arden";"Tantalizing";
"Arden";"Zany";
"Arden";"Imaginative";
"Arden";"Thoughtful";
"Arden";"Rigid";
"Arden";"Mature";
"Arden";"Bold";
"Arden";"Sensible";
"Arden";"Lively";
"Arden";"Obnoxious";
"Arden";"Giving";
"Arden";"Compassionate";
"Arlie";"Studious";
"Arlie";"Impulsive";
"Arlie";"Cheerful";
"Arlie";"Tantalizing";
"Arlie";"Thoughtful";
"Arlie";"Vain";
"Arlie";"Tricky";
"Arlie";"Short";
"Arlie";"Smart";
"Arlie";"Hopeful";
"Arnulfo";"Materialistic";
"Arnulfo";"Witty";
"Arnulfo";"Tense";
"Arnulfo";"Mature";
"Arnulfo";"Fancy";
"Arnulfo";"Intelligent";
"Arnulfo";"Questioning";
"Arnulfo";"Inventive";
"Arnulfo";"Messy";
"Arnulfo";"Trusting";
"Arnulfo";"Obnoxious";
"Arnulfo";"Sad";
"Arnulfo";"Hopeful";
"Arnulfo";"Annoying";
"Arnulfo";"Pleasant";
"Arron";"Awkward";
"Arron";"Lazy";
"Arron";"Warm";
"Arron";"Perfectionist";
"Arron";"Sensible";
"Arron";"Articulate";
"Arron";"Religious";
"Arron";"Wild";
"Arron";"Cautious";
"Arron";"Fun-loving";
"Arron";"Clever";
"Arron";"Sarcastic";
"Arron";"Mature";
"Arthur";"Poor";
"Arthur";"Silly";
"Arthur";"Tantalizing";
"Arthur";"Strong";
"Arthur";"Careless";
"Arthur";"Selfish";
"Arthur";"Proud";
"Arthur";"Tireless";
"Arthur";"Light-hearted";
"Arthur";"Naïve";
"Arthur";"Manipulative";
"Arthur";"Plain";
"August";"Rigid";
"August";"Caring";
"August";"Sad";
"August";"Curious";
"August";"Tall";
"August";"Frustrated";
"August";"Tough";
"August";"Honest";
"August";"Cooperative";
"August";"Mature";
"August";"Perfectionist";
"August";"Self-confident";
"Augustine";"Cheerful";
"Augustine";"Religious";
"Augustine";"Radical";
"Augustine";"Unlucky";
"Augustine";"Stubborn";
"Augustine";"Forgiving";
"Augustine";"Poor";
"Augustine";"Respectful";
"Augustine";"Judgmental";
"Augustine";"Disagreeable";
"Augustine";"Kind";
"Augustine";"Free";
"Austin";"Wise";
"Austin";"Imaginative";
"Austin";"Clever";
"Austin";"Calm";
"Austin";"Aggressive";
"Austin";"Busy";
"Austin";"Pleasant";
"Austin";"Friendly";
"Austin";"Unique";
"Austin";"Lazy";
"Austin";"Tricky";
"Austin";"Stable";
"Austin";"Grouchy";
"Austin";"Willing";
"Austin";"Confident";
"Barrett";"Arrogant";
"Barrett";"Tantalizing";
"Barrett";"Careless";
"Barrett";"Ambitious";
"Barrett";"Hard-working";
"Barrett";"Witty";
"Barrett";"Friendly";
"Barrett";"Curious";
"Barrett";"Wild";
"Barrett";"Realistic";
"Barrett";"Popular";
"Barrett";"Messy";
"Barrett";"Personable";
"Barrett";"Accepting";
"Barrett";"Daring";
"Barrett";"Manipulative";
"Bart";"Arrogant";
"Bart";"Warm";
"Bart";"Devout";
"Bart";"Organized";
"Bart";"Fighter";
"Bart";"Boastful";
"Bart";"Likeable";
"Bart";"Awkward";
"Bart";"Cooperative";
"Bart";"Witty";
"Bart";"Stubborn";
"Bart";"Determined";
"Barton";"Demanding";
"Barton";"Disgruntled";
"Barton";"Generous";
"Barton";"Materialistic";
"Barton";"Dreamer";
"Barton";"Tantalizing";
"Barton";"Messy";
"Barton";"Tolerant";
"Barton";"Intelligent";
"Barton";"Vain";
"Barton";"Neat";
"Barton";"Wild";
"Barton";"Melancholy";
"Barton";"Caring";
"Beau";"Unique";
"Beau";"Personable";
"Beau";"Stable";
"Beau";"Selfish";
"Beau";"Judgmental";
"Beau";"Noisy";
"Beau";"Frustrated";
"Beau";"Proper";
"Beau";"Aggressive";
"Beau";"Bright";
"Beau";"Silly";
"Beau";"Imaginative";
"Beau";"Self-conscious";
"Beau";"Kind";
"Ben";"Curious";
"Ben";"Tantalizing";
"Ben";"Hard-working";
"Ben";"Opinionated";
"Ben";"Adventurous";
"Ben";"Energetic";
"Ben";"Proud";
"Ben";"Thrilling";
"Ben";"Neat";
"Ben";"Lovable";
"Ben";"Fun-loving";
"Ben";"Careless";
"Benedict";"Perfectionist";
"Benedict";"Humble";
"Benedict";"Expert";
"Benedict";"Tantalizing";
"Benedict";"Adventurous";
"Benedict";"Rebellious";
"Benedict";"Excited";
"Benedict";"Articulate";
"Benedict";"Clumsy";
"Benedict";"Smart";
"Benedict";"Poor";
"Benedict";"Funny";
"Benedict";"Fancy";
"Benedict";"Knowledgeable";
"Benedict";"Radical";
"Benedict";"Imaginative";
"Bennett";"Complex";
"Bennett";"Bright";
"Bennett";"Faithful";
"Bennett";"Giving";
"Bennett";"Cooperative";
"Bennett";"Light";
"Bennett";"Strong";
"Bennett";"Caring";
"Bennett";"Warm";
"Bennett";"Helpful";
"Bennett";"Neat";
"Bennett";"Self-conscious";
"Bennett";"Courageous";
"Bennie";"Gorgeous";
"Bennie";"Tough";
"Bennie";"Sensitive";
"Bennie";"Energetic";
"Bennie";"Friendly";
"Bennie";"Tricky";
"Bennie";"Reflective";
"Bennie";"Mischievous";
"Bennie";"Thoughtful";
"Bennie";"Vain";
"Benton";"Realistic";
"Benton";"Helpful";
"Benton";"Wise";
"Benton";"Prim";
"Benton";"Athletic";
"Benton";"Gracious";
"Benton";"Strong";
"Benton";"Cooperative";
"Benton";"Tolerant";
"Benton";"Frustrated";
"Benton";"Zany";
"Benton";"Clumsy";
"Benton";"Friendly";
"Benton";"Stubborn";
"Bernardo";"Friendly";
"Bernardo";"Joyful";
"Bernardo";"Athletic";
"Bernardo";"Tense";
"Bernardo";"Materialistic";
"Bernardo";"Likeable";
"Bernardo";"Neat";
"Bernardo";"Prim";
"Bernardo";"Busy";
"Bernardo";"Clever";
"Bernardo";"Tantalizing";
"Bernardo";"Questioning";
"Bernardo";"Unselfish";
"Berry";"Strong";
"Berry";"Demanding";
"Berry";"Pitiful";
"Berry";"Likeable";
"Berry";"Gracious";
"Berry";"Aggressive";
"Berry";"Disgruntled";
"Berry";"Complex";
"Berry";"Cooperative";
"Berry";"Friendly";
"Berry";"Radical";
"Berry";"Proud";
"Berry";"Unselfish";
"Berry";"Smart";
"Berry";"Articulate";
"Berry";"Courageous";
"Berry";"Light";
"Berry";"Energetic";
"Berry";"Zany";
"Bill";"Intelligent";
"Bill";"Daring";
"Bill";"Fun-loving";
"Bill";"Patient";
"Bill";"Funny";
"Bill";"Disagreeable";
"Bill";"Forgiving";
"Bill";"Honest";
"Bill";"Curious";
"Bill";"Excited";
"Bill";"Serious";
"Bill";"Gorgeous";
"Bill";"Busy";
"Bill";"Silly";
"Bill";"Imaginative";
"Bill";"Materialistic";
"Bill";"Athletic";
"Billie";"Dark";
"Billie";"Hard-working";
"Billie";"Gentle";
"Billie";"Pleasing";
"Billie";"Tricky";
"Billie";"Grouchy";
"Billie";"Sensitive";
"Billie";"Intelligent";
"Billie";"Melancholy";
"Billie";"Conceited";
"Billie";"Tall";
"Billie";"Unhappy";
"Billie";"Considerate";
"Billie";"Prim";
"Billie";"Demanding";
"Billie";"Brave";
"Billie";"Humble";
"Blair";"Rich";
"Blair";"Rude";
"Blair";"Messy";
"Blair";"Devout";
"Blair";"Pretty";
"Blair";"Adventurous";
"Blair";"Embarrassed";
"Blair";"Arrogant";
"Blair";"Sarcastic";
"Blair";"Warm";
"Blair";"Sensible";
"Blair";"Shy";
"Blair";"Wise";
"Blair";"Popular";
"Blair";"Silly";
"Blair";"Caring";
"Blair";"Reverent";
"Blake";"Light";
"Blake";"Timid";
"Blake";"Humble";
"Blake";"Keen";
"Blake";"Knowledgeable";
"Blake";"Willing";
"Blake";"Cheerful";
"Blake";"Forgiving";
"Blake";"Able";
"Blake";"Opinionated";
"Blake";"Dreamer";
"Blake";"Reliable";
"Blake";"Unhappy";
"Blake";"Careful";
"Blake";"Wild";
"Blake";"Studious";
"Bo";"Simple";
"Bo";"Warm";
"Bo";"Religious";
"Bo";"Self-conscious";
"Bo";"Handsome";
"Bo";"Tall";
"Bo";"Courageous";
"Bo";"Smart";
"Bo";"Careless";
"Bo";"Timid";
"Bo";"Kind";
"Bobbie";"Helpful";
"Bobbie";"Dainty";
"Bobbie";"Grouchy";
"Bobbie";"Materialistic";
"Bobbie";"Nervous";
"Bobbie";"Aggressive";
"Bobbie";"Pitiful";
"Bobbie";"Vain";
"Bobbie";"Reverent";
"Bobbie";"Dreamer";
"Bobbie";"Excited";
"Bobbie";"Poor";
"Bobbie";"Self-confident";
"Bobbie";"Bold";
"Bobbie";"Creative";
"Bobbie";"Embarrassed";
"Bobbie";"Passive";
"Bobbie";"Stubborn";
"Bobbie";"Energetic";
"Bobby";"Loving";
"Bobby";"Prim";
"Bobby";"Curious";
"Bobby";"Passive";
"Bobby";"Serious";
"Bobby";"Simple";
"Bobby";"Rigid";
"Bobby";"Poor";
"Bobby";"Humorous";
"Bobby";"Determined";
"Bobby";"Reserved";
"Bobby";"Sensitive";
"Bobby";"Perfectionist";
"Bobby";"Disagreeable";
"Bobby";"Silly";
"Bobby";"Mature";
"Boyd";"Disgruntled";
"Boyd";"Patriotic";
"Boyd";"Proud";
"Boyd";"Sensible";
"Boyd";"Prim";
"Boyd";"Perfectionist";
"Boyd";"Tolerant";
"Boyd";"Fun-loving";
"Boyd";"Devout";
"Boyd";"Timid";
"Boyd";"Poor";
"Boyd";"Boastful";
"Boyd";"Fair";
"Boyd";"Courageous";
"Boyd";"Humble";
"Brant";"Impulsive";
"Brant";"Rigid";
"Brant";"Light-hearted";
"Brant";"Wise";
"Brant";"Adventurous";
"Brant";"Friendly";
"Brant";"Judgmental";
"Brant";"Neat";
"Brant";"Giving";
"Brant";"Ugly";
"Brant";"Popular";
"Brant";"Lively";
"Brant";"Prim";
"Brant";"Helpful";
"Brant";"Eager";
"Brant";"Thoughtful";
"Brant";"Aggressive";
"Brendan";"Leader";
"Brendan";"Conceited";
"Brendan";"Expert";
"Brendan";"Knowledgeable";
"Brendan";"Proud";
"Brendan";"Religious";
"Brendan";"Personable";
"Brendan";"Unhappy";
"Brendan";"Messy";
"Brendan";"Pleasant";
"Brendan";"Compassionate";
"Brendan";"Hopeful";
"Brendan";"Creative";
"Brendan";"Kind";
"Brendan";"Judgmental";
"Brendan";"Vain";
"Brendan";"Fun-loving";
"Brendon";"Unique";
"Brendon";"Realistic";
"Brendon";"Clever";
"Brendon";"Bossy";
"Brendon";"Compassionate";
"Brendon";"Reverent";
"Brendon";"Cooperative";
"Brendon";"Honest";
"Brendon";"Hard-working";
"Brendon";"Happy";
"Brendon";"Willing";
"Brendon";"Grouchy";
"Brendon";"Merry";
"Brendon";"Fun-loving";
"Brendon";"Able";
"Brent";"Studious";
"Brent";"Religious";
"Brent";"Strong";
"Brent";"Inventive";
"Brent";"Cooperative";
"Brent";"Lazy";
"Brent";"Loving";
"Brent";"Wise";
"Brent";"Excited";
"Brent";"Realistic";
"Brent";"Gentle";
"Bret";"Brave";
"Bret";"Wise";
"Bret";"Tense";
"Bret";"Boastful";
"Bret";"Questioning";
"Bret";"Radical";
"Bret";"Merry";
"Bret";"Zany";
"Bret";"Compassionate";
"Bret";"Fighter";
"Bret";"Realistic";
"Bret";"Proud";
"Bret";"Clever";
"Bret";"Gentle";
"Bret";"Clumsy";
"Bret";"Light-hearted";
"Bret";"Tricky";
"Bret";"Outgoing";
"Britt";"Popular";
"Britt";"Helpful";
"Britt";"Confident";
"Britt";"Reverent";
"Britt";"Excited";
"Britt";"Annoying";
"Britt";"Happy";
"Britt";"Serious";
"Britt";"Imaginative";
"Britt";"Athletic";
"Britt";"Willing";
"Britt";"Respectful";
"Britt";"Reliable";
"Broderick";"Curious";
"Broderick";"Gracious";
"Broderick";"Reliable";
"Broderick";"Careful";
"Broderick";"Religious";
"Broderick";"Courageous";
"Broderick";"Joyful";
"Broderick";"Light";
"Broderick";"Accepting";
"Broderick";"Funny";
"Broderick";"Disgruntled";
"Broderick";"Articulate";
"Broderick";"Athletic";
"Broderick";"Imaginative";
"Broderick";"Questioning";
"Broderick";"Unlucky";
"Broderick";"Self-conscious";
"Broderick";"Melancholy";
"Broderick";"Organized";
"Bruno";"Mischievous";
"Bruno";"Tantalizing";
"Bruno";"Wise";
"Bruno";"Determined";
"Bruno";"Wild";
"Bruno";"Giving";
"Bruno";"Unhappy";
"Bruno";"Bossy";
"Bruno";"Questioning";
"Bruno";"Materialistic";
"Bruno";"Sad";
"Bruno";"Dainty";
"Bruno";"Careful";
"Bruno";"Independent";
"Bruno";"Complex";
"Bryant";"Fun-loving";
"Bryant";"Energetic";
"Bryant";"Curious";
"Bryant";"Tall";
"Bryant";"Disagreeable";
"Bryant";"Confident";
"Bryant";"Excited";
"Bryant";"Naïve";
"Bryant";"Lazy";
"Bryant";"Lively";
"Bryant";"Dreamer";
"Bryant";"Determined";
"Bryant";"Popular";
"Bryant";"Giving";
"Bryant";"Successful";
"Bryant";"Willing";
"Bryant";"Pleasant";
"Bryant";"Perfectionist";
"Bryant";"Articulate";
"Bryon";"Excited";
"Bryon";"Thoughtful";
"Bryon";"Disgruntled";
"Bryon";"Noisy";
"Bryon";"Successful";
"Bryon";"Willing";
"Bryon";"Arrogant";
"Bryon";"Proper";
"Bryon";"Reverent";
"Bryon";"Annoying";
"Bryon";"Vain";
"Bryon";"Pretty";
"Bryon";"Fancy";
"Bud";"Reliable";
"Bud";"Neat";
"Bud";"Tough";
"Bud";"Rigid";
"Bud";"Tolerant";
"Bud";"Short";
"Bud";"Inventive";
"Bud";"Articulate";
"Bud";"Creative";
"Bud";"Simple";
"Buddy";"Tall";
"Buddy";"Jealous";
"Buddy";"Stubborn";
"Buddy";"Keen";
"Buddy";"Passive";
"Buddy";"Organized";
"Buddy";"Curious";
"Buddy";"Able";
"Buddy";"Zany";
"Buddy";"Sad";
"Buddy";"Tricky";
"Buddy";"Cheerful";
"Buddy";"Prim";
"Burl";"Pretty";
"Burl";"Realistic";
"Burl";"Pitiful";
"Burl";"Dreamer";
"Burl";"Cooperative";
"Burl";"Outgoing";
"Burl";"Annoying";
"Burl";"Leader";
"Burl";"Patient";
"Burl";"Humble";
"Burl";"Gorgeous";
"Burl";"Imaginative";
"Burt";"Gentle";
"Burt";"Sarcastic";
"Burt";"Smart";
"Burt";"Bossy";
"Burt";"Silly";
"Burt";"Forgiving";
"Burt";"Proud";
"Burt";"Passive";
"Burt";"Accepting";
"Burt";"Dreamer";
"Burt";"Disagreeable";
"Burt";"Unselfish";
"Burt";"Tantalizing";
"Burt";"Tender";
"Burt";"Stubborn";
"Burton";"Self-conscious";
"Burton";"Mature";
"Burton";"Opinionated";
"Burton";"Sad";
"Burton";"Knowledgeable";
"Burton";"Disagreeable";
"Burton";"Caring";
"Burton";"Relaxed";
"Burton";"Brave";
"Burton";"Naïve";
"Burton";"Cooperative";
"Burton";"Plain";
"Burton";"Grouchy";
"Burton";"Honest";
"Buster";"Dainty";
"Buster";"Questioning";
"Buster";"Sad";
"Buster";"Free";
"Buster";"Selfish";
"Buster";"Noisy";
"Buster";"Unlucky";
"Buster";"Impulsive";
"Buster";"Wild";
"Buster";"Aggressive";
"Buster";"Rebellious";
"Buster";"Lazy";
"Buster";"Merry";
"Buster";"Rude";
"Buster";"Giving";
"Buster";"Melancholy";
"Calvin";"Neat";
"Calvin";"Bold";
"Calvin";"Reverent";
"Calvin";"Tense";
"Calvin";"Unselfish";
"Calvin";"Stubborn";
"Calvin";"Dreamer";
"Calvin";"Outgoing";
"Calvin";"Respectful";
"Calvin";"Careless";
"Calvin";"Grouchy";
"Calvin";"Courageous";
"Calvin";"Gentle";
"Calvin";"Friendly";
"Calvin";"Hard-working";
"Calvin";"Rude";
"Calvin";"Pretty";
"Calvin";"Manipulative";
"Cameron";"Rich";
"Cameron";"Light";
"Cameron";"Prim";
"Cameron";"Embarrassed";
"Cameron";"Compassionate";
"Cameron";"Courageous";
"Cameron";"Hopeful";
"Cameron";"Busy";
"Cameron";"Daring";
"Cameron";"Fighter";
"Cameron";"Simple";
"Cameron";"Awkward";
"Cameron";"Light-hearted";
"Cameron";"Dark";
"Cameron";"Cheerful";
"Cameron";"Warm";
"Cameron";"Unhappy";
"Carl";"Relaxed";
"Carl";"Kind";
"Carl";"Stubborn";
"Carl";"Selfish";
"Carl";"Sad";
"Carl";"Sensitive";
"Carl";"Frustrated";
"Carl";"Sarcastic";
"Carl";"Articulate";
"Carl";"Mature";
"Carl";"Questioning";
"Carl";"Energetic";
"Carl";"Self-conscious";
"Carmen";"Humorous";
"Carmen";"Accepting";
"Carmen";"Wild";
"Carmen";"Lively";
"Carmen";"Opinionated";
"Carmen";"Careful";
"Carmen";"Manipulative";
"Carmen";"Neat";
"Carmen";"Friendly";
"Carmen";"Shy";
"Carmen";"Honest";
"Carmen";"Rude";
"Carmen";"Busy";
"Carmen";"Bossy";
"Carmen";"Zany";
"Carmen";"Serious";
"Carson";"Dainty";
"Carson";"Proud";
"Carson";"Witty";
"Carson";"Daring";
"Carson";"Obnoxious";
"Carson";"Neat";
"Carson";"Fancy";
"Carson";"Fun-loving";
"Carson";"Short";
"Carson";"Questioning";
"Cary";"Expert";
"Cary";"Naïve";
"Cary";"Plain";
"Cary";"Inventive";
"Cary";"Tough";
"Cary";"Understanding";
"Cary";"Simple";
"Cary";"Perfectionist";
"Cary";"Humorous";
"Cary";"Witty";
"Cary";"Mischievous";
"Cary";"Kind";
"Cary";"Manipulative";
"Cary";"Joyful";
"Cary";"Thoughtful";
"Casey";"Outgoing";
"Casey";"Grouchy";
"Casey";"Compassionate";
"Casey";"Caring";
"Casey";"Fancy";
"Casey";"Determined";
"Casey";"Responsible";
"Casey";"Zany";
"Casey";"Knowledgeable";
"Casey";"Adventurous";
"Casey";"Disgruntled";
"Casey";"Poor";
"Cedric";"Disgruntled";
"Cedric";"Judgmental";
"Cedric";"Unlucky";
"Cedric";"Self-confident";
"Cedric";"Lovable";
"Cedric";"Tireless";
"Cedric";"Complex";
"Cedric";"Timid";
"Cedric";"Energetic";
"Cedric";"Relaxed";
"Cedric";"Reflective";
"Cedric";"Strong";
"Cedric";"Dainty";
"Cedric";"Cooperative";
"Cedric";"Boastful";
"Cedric";"Trusting";
"Cedric";"Rigid";
"Cedric";"Rude";
"Chad";"Defiant";
"Chad";"Self-conscious";
"Chad";"Forgiving";
"Chad";"Excited";
"Chad";"Opinionated";
"Chad";"Simple";
"Chad";"Simple-minded";
"Chad";"Reverent";
"Chad";"Sad";
"Chad";"Confident";
"Chadwick";"Realistic";
"Chadwick";"Gentle";
"Chadwick";"Proper";
"Chadwick";"Awkward";
"Chadwick";"Relaxed";
"Chadwick";"Mischievous";
"Chadwick";"Fun-loving";
"Chadwick";"Patient";
